20180823	010235123212	23,43	12,34	15,65	64,56	65,65
20180823	010204323431	23,43	12,34	15,65	64,56	65,65
20180823	010235123212	23,43	12,34	15,65	64,56	65,65
20180823	010204323431	23,43	12,34	15,65	64,56	65,65
20180823	010235123212	23,43	12,34	15,65	64,56	65,65
20180823	010204323431	23,43	12,34	15,65	64,56	65,65
20180823	010235123212	23,43	12,34	15,65	64,56	65,65
20180823	010204323431	23,43	12,34	15,65	64,56	65,65
20180823	010235123212	23,43	12,34	15,65	64,56	65,65
20180823	010204323431	23,43	12,34	15,65	64,56	65,65
20180823	010235123212	23,43	12,34	15,65	64,56	65,65
20180823	010204323431	23,43	12,34	15,65	64,56	65,65
20180823	010235123212	23,43	12,34	15,65	64,56	65,65
20180823	010204323431	23,43	12,34	15,65	64,56	65,65
20180823	010235123212	23,43	12,34	15,65	64,56	65,65
20180823	010204323431	23,43	12,34	15,65	64,56	65,65
20180823	010235123212	23,43	12,34	15,65	64,56	65,65
